country,time_period,year,month,renewable_generation_gwh,total_generation_gwh,renewable_share
BG,2018-01,2018,1,396.78,3741.706,0.10604253781563809
BG,2018-02,2018,2,521.501,3522.504,0.14804837695003326
BG,2018-03,2018,3,711.345,3720.929,0.19117403207639813
BG,2018-04,2018,4,732.012,2787.376,0.2626168841232758
BG,2018-05,2018,5,749.274,2697.71,0.27774445733603687
BG,2018-06,2018,6,547.623,3232.282,0.16942302682748597
BG,2018-07,2018,7,719.43,3448.261,0.20863559921943262
BG,2018-08,2018,8,700.344,3608.193,0.19409826469925529
BG,2018-09,2018,9,573.467,3252.849,0.1762968400930999
BG,2018-10,2018,10,514.661,3401.962,0.15128358282661591
BG,2018-11,2018,11,485.794,4006.963,0.12123745589864443
BG,2018-12,2018,12,573.814,4292.038,0.13369266534918844
BG,2019-01,2019,1,560.545,4229.581,0.1325296761073969
BG,2019-02,2019,2,657.043,3783.311,0.1736687784853003
BG,2019-03,2019,3,594.263,3623.772,0.16399017377472977
BG,2019-04,2019,4,526.974,3314.141,0.159007718742202
BG,2019-05,2019,5,693.572,2744.568,0.252707165572141
BG,2019-06,2019,6,763.351,2815.823,0.2710933890375922
BG,2019-07,2019,7,599.295,3255.951,0.18406143089991217
BG,2019-08,2019,8,612.78,3339.03,0.18352036369843935
BG,2019-09,2019,9,445.493,2992.53,0.14886834885531638
BG,2019-10,2019,10,446.36,3054.077,0.14615217625488813
BG,2019-11,2019,11,458.631,3444.756,0.13313889285627198
BG,2019-12,2019,12,532.93,3711.429,0.14359159234893082
BG,2020-01,2020,1,479.482,3588.02,0.13363414919649277
BG,2020-02,2020,2,418.507,3438.723,0.12170419077081812
BG,2020-03,2020,3,638.451,3574.732,0.17860108114398507
BG,2020-04,2020,4,746.31,2796.042,0.2669165913816745
BG,2020-05,2020,5,729.003,2504.087,0.2911252684112014
BG,2020-06,2020,6,660.548,2904.612,0.2274135065199758
BG,2020-07,2020,7,654.945,3072.8,0.21314273626659724
BG,2020-08,2020,8,588.641,3032.175,0.19413160520088713
BG,2020-09,2020,9,580.954,2814.802,0.20639249226055684
BG,2020-10,2020,10,535.0,2704.477,0.1978201330608469
BG,2020-11,2020,11,562.453,3316.989,0.1695673395359466
BG,2020-12,2020,12,584.58,3542.105,0.16503745654067287
BG,2021-01,2021,1,874.096,3804.868,0.22973096569972992
BG,2021-02,2021,2,849.767,3450.609,0.24626580409429177
BG,2021-03,2021,3,955.839,3917.608,0.24398536045464478
BG,2021-04,2021,4,984.332,3530.417,0.2788146556058392
BG,2021-05,2021,5,995.299,3048.95,0.3264399219403401
BG,2021-06,2021,6,886.529,2992.516,0.2962487084446666
BG,2021-07,2021,7,786.035,3512.016,0.22381304640981134
BG,2021-08,2021,8,673.599,3578.518,0.18823406784596305
BG,2021-09,2021,9,635.023,3644.414,0.17424557144166386
BG,2021-10,2021,10,716.173,3523.075,0.20328065681258561
BG,2021-11,2021,11,637.008,4004.655,0.15906688591152046
BG,2021-12,2021,12,923.093,4557.955,0.20252350012231363
BG,2022-01,2022,1,909.474,4706.553,0.1932356864992278
BG,2022-02,2022,2,716.07,4072.627,0.17582508783642598
BG,2022-03,2022,3,925.485,4683.338,0.1976122586070021
BG,2022-04,2022,4,858.707,3754.041,0.22874204091004866
BG,2022-05,2022,5,812.096,3292.464,0.24665296264439035
BG,2022-06,2022,6,817.63,3689.91,0.22158535032019752
BG,2022-07,2022,7,788.55,3823.629,0.20623078232746953
BG,2022-08,2022,8,761.966,3771.267,0.20204509518949468
BG,2022-09,2022,9,651.858,3374.498,0.1931718436342235
BG,2022-10,2022,10,666.746,2883.19,0.23125288309129816
BG,2022-11,2022,11,606.435,3803.385,0.15944612496499827
BG,2022-12,2022,12,630.306,3969.229,0.15879809403791015
BG,2023-01,2023,1,686.799,4026.02,0.17059006164897342
BG,2023-02,2023,2,737.572,3743.668,0.19701853903711547
BG,2023-03,2023,3,679.347,3385.401,0.20066958094476844
BG,2023-04,2023,4,806.843,2795.315,0.28864117281952123
BG,2023-05,2023,5,915.176,2301.646,0.3976180524720135
BG,2023-06,2023,6,1023.909,2760.236,0.3709498028429453
BG,2023-07,2023,7,976.696,3093.93,0.31568135025679317
BG,2023-08,2023,8,893.864,2964.622,0.3015102768582302
BG,2023-09,2023,9,774.56,2883.815,0.2685886577328989
BG,2023-10,2023,10,705.718,2526.321,0.2793461321819357
BG,2023-11,2023,11,695.45,2816.303,0.246937208105804
BG,2023-12,2023,12,651.914,3439.238,0.18955187166459547
BG,2024-01,2024,1,736.059,3402.806,0.21630942228266906
BG,2024-02,2024,2,737.042,2949.795,0.24986210906181616
BG,2024-03,2024,3,804.378,3066.402,0.26231981325344816
BG,2024-04,2024,4,1067.909,2992.957,0.3568073313448874
BG,2024-05,2024,5,1177.245,2410.655,0.4883506764758955
BG,2024-06,2024,6,1150.692,2297.617,0.5008197623885965
BG,2024-07,2024,7,1159.812,3242.072,0.3577378910770643
BG,2024-08,2024,8,1045.955,3136.52,0.3334762730669659
BG,2024-09,2024,9,841.621,2929.038,0.2873370027975055
BG,2024-10,2024,10,818.835,2680.223,0.30551002659107096
BG,2024-11,2024,11,671.521,2726.153,0.24632549970599596
BG,2024-12,2024,12,595.067,3476.782,0.17115453312862294
CH,2015-01,2015,1,,,
CH,2015-02,2015,2,,,
CH,2015-03,2015,3,,,
CH,2015-04,2015,4,,,
CH,2015-05,2015,5,,,
CH,2015-06,2015,6,,,
CH,2015-07,2015,7,,,
CH,2015-08,2015,8,,,
CH,2015-09,2015,9,,,
CH,2015-10,2015,10,,,
CH,2015-11,2015,11,,,
CH,2015-12,2015,12,,,
CH,2016-01,2016,1,,,
CH,2016-02,2016,2,,,
CH,2016-03,2016,3,,,
CH,2016-04,2016,4,,,
CH,2016-05,2016,5,,,
CH,2016-06,2016,6,,,
CH,2016-07,2016,7,,,
CH,2016-08,2016,8,,,
CH,2016-09,2016,9,,,
CH,2016-10,2016,10,,,
CH,2016-11,2016,11,,,
CH,2016-12,2016,12,,,
CH,2017-01,2017,1,,,
CH,2017-02,2017,2,,,
CH,2017-03,2017,3,,,
CH,2017-04,2017,4,,,
CH,2017-05,2017,5,,,
CH,2017-06,2017,6,,,
CH,2017-07,2017,7,,,
CH,2017-08,2017,8,,,
CH,2017-09,2017,9,,,
CH,2017-10,2017,10,,,
CH,2017-11,2017,11,,,
CH,2017-12,2017,12,,,
CH,2018-01,2018,1,,,
CH,2018-02,2018,2,,,
CH,2018-03,2018,3,,,
CH,2018-04,2018,4,,,
CH,2018-05,2018,5,,,
CH,2018-06,2018,6,,,
CH,2018-07,2018,7,,,
CH,2018-08,2018,8,,,
CH,2018-09,2018,9,,,
CH,2018-10,2018,10,,,
CH,2018-11,2018,11,,,
CH,2018-12,2018,12,,,
CH,2019-01,2019,1,,,
CH,2019-02,2019,2,,,
CH,2019-03,2019,3,,,
CH,2019-04,2019,4,,,
CH,2019-05,2019,5,,,
CH,2019-06,2019,6,,,
CH,2019-07,2019,7,,,
CH,2019-08,2019,8,,,
CH,2019-09,2019,9,,,
CH,2019-10,2019,10,,,
CH,2019-11,2019,11,,,
CH,2019-12,2019,12,,,
CH,2020-01,2020,1,,,
CH,2020-02,2020,2,,,
CH,2020-03,2020,3,,,
CH,2020-04,2020,4,,,
CH,2020-05,2020,5,,,
CH,2020-06,2020,6,,,
CH,2020-07,2020,7,,,
CH,2020-08,2020,8,,,
CH,2020-09,2020,9,,,
CH,2020-10,2020,10,,,
CH,2020-11,2020,11,,,
CH,2020-12,2020,12,,,
CH,2021-01,2021,1,,,
CH,2021-02,2021,2,,,
CH,2021-03,2021,3,,,
CH,2021-04,2021,4,,,
CH,2021-05,2021,5,,,
CH,2021-06,2021,6,,,
CH,2021-07,2021,7,,,
CH,2021-08,2021,8,,,
CH,2021-09,2021,9,,,
CH,2021-10,2021,10,,,
CH,2021-11,2021,11,,,
CH,2021-12,2021,12,,,
CH,2022-01,2022,1,,,
CH,2022-02,2022,2,,,
CH,2022-03,2022,3,,,
CH,2022-04,2022,4,,,
CH,2022-05,2022,5,,,
CH,2022-06,2022,6,,,
CH,2022-07,2022,7,,,
CH,2022-08,2022,8,,,
CH,2022-09,2022,9,,,
CH,2022-10,2022,10,,,
CH,2022-11,2022,11,,,
CH,2022-12,2022,12,,,
CH,2023-01,2023,1,,,
CH,2023-02,2023,2,,,
CH,2023-03,2023,3,,,
CH,2023-04,2023,4,,,
CH,2023-05,2023,5,,,
CH,2023-06,2023,6,,,
CH,2023-07,2023,7,,,
CH,2023-08,2023,8,,,
CH,2023-09,2023,9,,,
CH,2023-10,2023,10,,,
CH,2023-11,2023,11,,,
CH,2023-12,2023,12,,,
CH,2024-01,2024,1,,,
CH,2024-02,2024,2,,,
CH,2024-03,2024,3,,,
CH,2024-04,2024,4,,,
CH,2024-05,2024,5,,,
CH,2024-06,2024,6,,,
CH,2024-07,2024,7,,,
CH,2024-08,2024,8,,,
CH,2024-09,2024,9,,,
CH,2024-10,2024,10,,,
CH,2024-11,2024,11,,,
CH,2024-12,2024,12,,,
CY,2015-01,2015,1,,357.0,
CY,2015-02,2015,2,,323.0,
CY,2015-03,2015,3,,307.0,
CY,2015-04,2015,4,,280.0,
CY,2015-05,2015,5,,311.0,
CY,2015-06,2015,6,,336.0,
CY,2015-07,2015,7,,445.0,
CY,2015-08,2015,8,,486.0,
CY,2015-09,2015,9,,434.0,
CY,2015-10,2015,10,,344.0,
CY,2015-11,2015,11,,290.0,
CY,2015-12,2015,12,,347.0,
CY,2016-01,2016,1,,382.0,
CY,2016-02,2016,2,,320.0,
CY,2016-03,2016,3,,311.0,
CY,2016-04,2016,4,,296.0,
CY,2016-05,2016,5,,330.0,
CY,2016-06,2016,6,,422.0,
CY,2016-07,2016,7,,517.0,
CY,2016-08,2016,8,,510.0,
CY,2016-09,2016,9,,420.0,
CY,2016-10,2016,10,,359.0,
CY,2016-11,2016,11,,312.0,
CY,2016-12,2016,12,,410.0,
CY,2017-01,2017,1,34.788,426.486,0.08156891433716464
CY,2017-02,2017,2,26.8,358.529,0.0747498807627835
CY,2017-03,2017,3,36.537,339.013,0.10777462811160635
CY,2017-04,2017,4,36.041,302.027,0.11933039099153386
CY,2017-05,2017,5,37.042,341.594,0.10843867281041236
CY,2017-06,2017,6,34.271,397.436,0.08623023581155205
CY,2017-07,2017,7,35.921,558.245,0.06434629956381159
CY,2017-08,2017,8,32.366,509.325,0.06354685122466008
CY,2017-09,2017,9,35.976,450.503,0.07985740383526858
CY,2017-10,2017,10,34.535,360.231,0.09586903958848626
CY,2017-11,2017,11,33.468,327.049,0.10233328950707694
CY,2017-12,2017,12,30.425,370.41,0.0821387111579061
CY,2018-01,2018,1,36.499,395.254,0.09234315149245802
CY,2018-02,2018,2,30.1,331.371,0.0908347441387448
CY,2018-03,2018,3,39.849,325.887,0.12227858122600778
CY,2018-04,2018,4,35.046,315.499,0.1110811761685457
CY,2018-05,2018,5,38.197,390.76,0.09775053741426963
CY,2018-06,2018,6,40.925,428.927,0.09541250609078
CY,2018-07,2018,7,42.286,534.082,0.0791751079422261
CY,2018-08,2018,8,42.747,519.667,0.08225844627424869
CY,2018-09,2018,9,36.834,454.43,0.08105538806856942
CY,2018-10,2018,10,34.367,382.412,0.08986904176647176
CY,2018-11,2018,11,33.059,334.243,0.09890708257166193
CY,2018-12,2018,12,37.136,378.553,0.09809986976724529
CY,2019-01,2019,1,48.603,442.695,0.10978890658353946
CY,2019-02,2019,2,43.197,363.488,0.11884023681662119
CY,2019-03,2019,3,40.53,352.777,0.114888442273731
CY,2019-04,2019,4,37.401,314.17,0.1190470127637903
CY,2019-05,2019,5,43.619,361.543,0.1206467833701662
CY,2019-06,2019,6,36.359,439.07,0.0828091192748309
CY,2019-07,2019,7,45.973,534.95,0.0859388727918497
CY,2019-08,2019,8,40.984,538.291,0.0761372566139876
CY,2019-09,2019,9,41.868,459.01,0.09121369904795103
CY,2019-10,2019,10,39.71,380.076,0.10447910417916416
CY,2019-11,2019,11,37.067,325.563,0.11385507566891816
CY,2019-12,2019,12,36.129,371.284,0.0973082599842708
CY,2020-01,2020,1,44.282,425.044,0.10418215525922021
CY,2020-02,2020,2,44.396,391.902,0.11328342289654046
CY,2020-03,2020,3,55.599,334.202,0.16636345683149711
CY,2020-04,2020,4,50.886,256.178,0.19863532387636723
CY,2020-05,2020,5,62.65,321.86,0.1946498477598956
CY,2020-06,2020,6,56.703,351.632,0.16125665468444284
CY,2020-07,2020,7,53.625,507.542,0.10565628066248706
CY,2020-08,2020,8,57.651,509.103,0.11324034625606214
CY,2020-09,2020,9,53.125,495.126,0.10729592063434358
CY,2020-10,2020,10,50.248,386.035,0.13016436333493075
CY,2020-11,2020,11,39.121,341.416,0.11458455374089088
CY,2020-12,2020,12,39.231,381.531,0.10282519637984856
CY,2021-01,2021,1,51.27,390.298,0.13136116505849377
CY,2021-02,2021,2,51.82,337.697,0.15345117072405146
CY,2021-03,2021,3,68.378,347.749,0.19663032819648654
CY,2021-04,2021,4,60.431,299.321,0.20189361922484553
CY,2021-05,2021,5,74.745,351.801,0.2124638645143135
CY,2021-06,2021,6,71.946,408.169,0.1762652234736102
CY,2021-07,2021,7,75.235,587.898,0.12797287964919085
CY,2021-08,2021,8,73.789,596.719,0.1236578691142732
CY,2021-09,2021,9,69.024,450.832,0.15310359513078042
CY,2021-10,2021,10,62.327,374.863,0.16626607587305228
CY,2021-11,2021,11,53.361,334.297,0.15962153414478739
CY,2021-12,2021,12,49.922,399.49,0.12496432952013817
CY,2022-01,2022,1,58.671,467.952,0.12537824392245359
CY,2022-02,2022,2,52.865,382.188,0.13832197766544216
CY,2022-03,2022,3,71.94,443.609,0.16216983875439858
CY,2022-04,2022,4,79.85,316.227,0.25250848283037186
CY,2022-05,2022,5,83.809,358.884,0.23352671058057756
CY,2022-06,2022,6,84.562,424.63,0.19914278312884157
CY,2022-07,2022,7,93.146,561.159,0.16598860572493715
CY,2022-08,2022,8,83.66,536.273,0.1560026329873031
CY,2022-09,2022,9,83.893,463.396,0.18103954285319682
CY,2022-10,2022,10,72.088,380.709,0.18935197224126563
CY,2022-11,2022,11,58.321,329.672,0.1769061370089058
CY,2022-12,2022,12,51.179,351.576,0.14557023232530092
CY,2023-01,2023,1,63.179,408.675,0.15459472686119777
CY,2023-02,2023,2,67.088,403.169,0.16640168266905442
CY,2023-03,2023,3,81.51,349.238,0.2333938460305007
CY,2023-04,2023,4,79.904,323.426,0.2470549677515104
CY,2023-05,2023,5,99.923,358.396,0.2788061250683601
CY,2023-06,2023,6,108.072,423.496,0.25519013166594257
CY,2023-07,2023,7,121.599,617.59,0.19689276056930974
CY,2023-08,2023,8,111.2,607.204,0.1831344984552144
CY,2023-09,2023,9,107.795,491.359,0.21938134846415758
CY,2023-10,2023,10,89.927,403.583,0.2228215757353506
CY,2023-11,2023,11,82.015,367.448,0.22320165030153927
CY,2023-12,2023,12,70.395,379.353,0.18556595044720878
CY,2024-01,2024,1,74.275,411.875,0.18033383915022763
CY,2024-02,2024,2,70.531,390.669,0.18053902408432718
CY,2024-03,2024,3,96.021,361.154,0.2658727301926602
CY,2024-04,2024,4,96.447,342.756,0.28138675909393274
CY,2024-05,2024,5,115.893,379.74,0.3051903934270817
CY,2024-06,2024,6,140.702,573.864,0.2451835278044972
CY,2024-07,2024,7,151.413,663.579,0.2281762985266261
CY,2024-08,2024,8,147.112,629.206,0.23380578061874807
CY,2024-09,2024,9,141.025,506.14,0.2786284427233572
CY,2024-10,2024,10,119.567,429.649,0.2782899529616035
CY,2024-11,2024,11,91.141,381.371,0.23898251309092725
CY,2024-12,2024,12,80.338,444.898,0.1805762219654842
CZ,2015-01,2015,1,,7719.0,
CZ,2015-02,2015,2,,7289.0,
CZ,2015-03,2015,3,,7575.0,
CZ,2015-04,2015,4,,6809.0,
CZ,2015-05,2015,5,,5956.0,
CZ,2015-06,2015,6,,5809.0,
CZ,2015-07,2015,7,,5707.0,
CZ,2015-08,2015,8,,5749.0,
CZ,2015-09,2015,9,,5474.0,
CZ,2015-10,2015,10,,6419.0,
CZ,2015-11,2015,11,,6412.0,
CZ,2015-12,2015,12,,6678.0,
CZ,2016-01,2016,1,,7276.0,
CZ,2016-02,2016,2,,6763.0,
CZ,2016-03,2016,3,,7490.0,
CZ,2016-04,2016,4,,6593.0,
CZ,2016-05,2016,5,,6430.0,
CZ,2016-06,2016,6,,5789.0,
CZ,2016-07,2016,7,,5727.0,
CZ,2016-08,2016,8,,5564.0,
CZ,2016-09,2016,9,,5397.0,
CZ,2016-10,2016,10,,6367.0,
CZ,2016-11,2016,11,,6834.0,
CZ,2016-12,2016,12,,7143.0,
CZ,2017-01,2017,1,622.791,8078.928,0.07708832161890786
CZ,2017-02,2017,2,627.151,6951.168,0.0902223914024233
CZ,2017-03,2017,3,893.689,7385.94,0.1209986812782124
CZ,2017-04,2017,4,875.433,7322.139,0.11955973520852307
CZ,2017-05,2017,5,990.444,6305.373,0.15707936707312953
CZ,2017-06,2017,6,847.109,5414.627,0.15644826504207954
CZ,2017-07,2017,7,779.36,5046.216,0.15444443915995668
CZ,2017-08,2017,8,801.422,6065.513,0.13212765350597716
CZ,2017-09,2017,9,678.762,6691.57,0.1014353881077236
CZ,2017-10,2017,10,678.022,7143.862,0.09490972809945097
CZ,2017-11,2017,11,685.351,7629.058,0.08983428884667019
CZ,2017-12,2017,12,709.115,7031.98,0.10084144152855953
CZ,2018-01,2018,1,762.589,6972.493,0.10937106713481104
CZ,2018-02,2018,2,707.564,6615.517,0.1069552084893743
CZ,2018-03,2018,3,777.726,7883.425,0.09865331375639395
CZ,2018-04,2018,4,906.938,6229.582,0.14558569098215576
CZ,2018-05,2018,5,863.054,6592.862,0.13090733584291617
CZ,2018-06,2018,6,792.491,6180.496,0.12822449848685283
CZ,2018-07,2018,7,791.323,6160.844,0.12844392748785718
CZ,2018-08,2018,8,757.26,6279.955,0.12058366660270654
CZ,2018-09,2018,9,727.047,6617.478,0.10986768675317092
CZ,2018-10,2018,10,693.26,7258.882,0.09550506538059167
CZ,2018-11,2018,11,597.668,7520.023,0.07947688457867748
CZ,2018-12,2018,12,629.161,7656.07,0.08217806263526849
CZ,2019-01,2019,1,744.908,8000.632,0.09310614461457546
CZ,2019-02,2019,2,765.925,7237.196,0.10583173372670851
CZ,2019-03,2019,3,1030.696,7003.579,0.147167041308451
CZ,2019-04,2019,4,951.666,6421.724,0.1481947838306349
CZ,2019-05,2019,5,846.193,6686.309,0.12655607151868092
CZ,2019-06,2019,6,837.998,5725.117,0.14637220514445382
CZ,2019-07,2019,7,785.699,5318.748,0.14772254673468269
CZ,2019-08,2019,8,780.607,6056.371,0.12889022155346824
CZ,2019-09,2019,9,753.184,6524.015,0.11544792585547396
CZ,2019-10,2019,10,774.849,7484.428,0.10352815205116545
CZ,2019-11,2019,11,636.058,7321.741,0.08687250750880153
CZ,2019-12,2019,12,689.739,7353.704,0.09379477335503307
CZ,2020-01,2020,1,668.937,7530.728,0.08882766712594055
CZ,2020-02,2020,2,765.621,6713.539,0.11404134242759296
CZ,2020-03,2020,3,917.269,6500.078,0.14111661429293618
CZ,2020-04,2020,4,900.897,5249.529,0.17161482487286
CZ,2020-05,2020,5,835.33,5657.18,0.14765837396017098
CZ,2020-06,2020,6,880.969,5719.188,0.1540374262919841
CZ,2020-07,2020,7,914.205,5416.935,0.168767947187847
CZ,2020-08,2020,8,878.486,6138.696,0.1431062883713414
CZ,2020-09,2020,9,812.398,6150.818,0.13207966810268162
CZ,2020-10,2020,10,796.735,6580.445,0.12107615822334204
CZ,2020-11,2020,11,770.055,7210.405,0.10679774575769321
CZ,2020-12,2020,12,713.364,7247.665,0.09842673467937606
CZ,2021-01,2021,1,709.673,7729.245,0.0918166004570951
CZ,2021-02,2021,2,794.874,6781.616,0.11721011629086638
CZ,2021-03,2021,3,902.222,7027.446,0.1283854760321175
CZ,2021-04,2021,4,891.813,6037.159,0.1477206414474093
CZ,2021-05,2021,5,1021.67,5474.806,0.1866130051000894
CZ,2021-06,2021,6,929.677,5569.26,0.1669300768863368
CZ,2021-07,2021,7,967.249,5741.308,0.16847188828747736
CZ,2021-08,2021,8,862.261,5703.436,0.1511827256411749
CZ,2021-09,2021,9,813.794,6317.183,0.128822293101213
CZ,2021-10,2021,10,824.766,7460.261,0.11055457711198038
CZ,2021-11,2021,11,701.145,7725.228,0.09076042804173547
CZ,2021-12,2021,12,678.112,7729.237,0.08773336876589499
CZ,2022-01,2022,1,782.728,7558.609,0.10355450321613408
CZ,2022-02,2022,2,813.276,6465.778,0.12578161514360683
CZ,2022-03,2022,3,969.343,7573.298,0.1279948313139137
CZ,2022-04,2022,4,894.106,6021.453,0.14848675228387564
CZ,2022-05,2022,5,950.431,5642.017,0.16845589086314347
CZ,2022-06,2022,6,883.631,5999.837,0.14727583432683253
CZ,2022-07,2022,7,922.939,6128.996,0.15058567504367762
CZ,2022-08,2022,8,878.718,6128.761,0.1433761244727931
CZ,2022-09,2022,9,808.164,6375.822,0.12675447965768177
CZ,2022-10,2022,10,745.157,6134.274,0.1214743586608619
CZ,2022-11,2022,11,640.259,6811.384,0.09399837096249455
CZ,2022-12,2022,12,707.86,7929.331,0.08927108730862666
CZ,2023-01,2023,1,763.067,7226.919,0.10558676525916508
CZ,2023-02,2023,2,741.967,6475.456,0.11458142870556143
CZ,2023-03,2023,3,971.327,6372.19,0.15243220933462437
CZ,2023-04,2023,4,965.584,5752.487,0.16785505121523958
CZ,2023-05,2023,5,978.6,4752.281,0.2059221666395569
CZ,2023-06,2023,6,830.11,4851.52,0.17110307697381438
CZ,2023-07,2023,7,797.771,5250.227,0.15194981093198445
CZ,2023-08,2023,8,782.623,5577.106,0.14032779724825029
CZ,2023-09,2023,9,769.355,5354.397,0.14368658132745854
CZ,2023-10,2023,10,784.798,6305.307,0.12446626310186007
CZ,2023-11,2023,11,740.722,6415.724,0.11545415607030476
CZ,2023-12,2023,12,828.898,6622.653,0.12516101930751922
CZ,2024-01,2024,1,1058.629,6966.271,0.15196494652591033
CZ,2024-02,2024,2,886.013,5840.363,0.1517051251780069
CZ,2024-03,2024,3,1026.264,6089.077,0.16854180034182517
CZ,2024-04,2024,4,1030.775,5064.834,0.20351604810740098
CZ,2024-05,2024,5,1050.506,4887.55,0.2149350901781056
CZ,2024-06,2024,6,1063.347,4900.213,0.2170001589726814
CZ,2024-07,2024,7,1035.012,5292.481,0.1955627237962687
CZ,2024-08,2024,8,1046.139,5390.049,0.19408710384636577
CZ,2024-09,2024,9,1064.761,5623.337,0.18934682378096848
CZ,2024-10,2024,10,948.665,5781.418,0.16408863707830848
CZ,2024-11,2024,11,806.303,6404.137,0.12590345896722696
CZ,2024-12,2024,12,860.595,6707.951,0.12829476542091617
DE,2015-01,2015,1,,48840.0,
DE,2015-02,2015,2,,45074.0,
DE,2015-03,2015,3,,48381.0,
DE,2015-04,2015,4,,42662.0,
DE,2015-05,2015,5,,39034.0,
DE,2015-06,2015,6,,39630.0,
DE,2015-07,2015,7,,42237.0,
DE,2015-08,2015,8,,40689.0,
DE,2015-09,2015,9,,43371.0,
DE,2015-10,2015,10,,44984.0,
DE,2015-11,2015,11,,47252.0,
DE,2015-12,2015,12,,47295.0,
DE,2016-01,2016,1,,49434.0,
DE,2016-02,2016,2,,46089.0,
DE,2016-03,2016,3,,46064.0,
DE,2016-04,2016,4,,41459.0,
DE,2016-05,2016,5,,40153.0,
DE,2016-06,2016,6,,40245.0,
DE,2016-07,2016,7,,40199.0,
DE,2016-08,2016,8,,40645.0,
DE,2016-09,2016,9,,42266.0,
DE,2016-10,2016,10,,44421.0,
DE,2016-11,2016,11,,46788.0,
DE,2016-12,2016,12,,46588.0,
DE,2017-01,2017,1,10932.244,53509.48,0.20430480729769754
DE,2017-02,2017,2,13946.919,48064.466,0.29017110062140294
DE,2017-03,2017,3,15800.076,50018.964,0.31588171238412693
DE,2017-04,2017,4,14992.287,45411.073,0.33014606371446015
DE,2017-05,2017,5,13765.529,45719.916,0.3010838646335221
DE,2017-06,2017,6,15761.505,44906.856,0.35098215292560225
DE,2017-07,2017,7,13821.34,43684.033,0.3163934062589871
DE,2017-08,2017,8,13625.889,45216.526,0.30134754271037983
DE,2017-09,2017,9,12638.125,45487.782,0.2778355955012271
DE,2017-10,2017,10,17797.122,49750.607,0.35772673085174617
DE,2017-11,2017,11,14284.617,50832.168,0.28101530117700274
DE,2017-12,2017,12,18780.465,52654.877,0.3566709499672746
DE,2018-01,2018,1,18873.814,52211.028,0.3614909478510938
DE,2018-02,2018,2,12946.066,48973.416,0.26434884591264785
DE,2018-03,2018,3,16777.712,52652.137,0.3186520615488028
DE,2018-04,2018,4,17523.633,45216.357,0.3875507485045733
DE,2018-05,2018,5,17027.935,43240.494,0.3937960329500399
DE,2018-06,2018,6,14595.709,43236.781,0.3375762178040035
DE,2018-07,2018,7,14020.183,46251.607,0.3031285594033522
DE,2018-08,2018,8,14453.451,46887.276,0.3082595585207381
DE,2018-09,2018,9,15071.775,44799.287,0.33642890343321763
DE,2018-10,2018,10,16372.78,48722.701,0.3360400729836386
DE,2018-11,2018,11,13650.257,49104.689,0.2779827604650953
DE,2018-12,2018,12,18149.071,50503.94,0.35935950739684863
DE,2019-01,2019,1,17851.972,53992.955,0.33063520972319443
DE,2019-02,2019,2,15754.939,47609.758,0.3309182751989624
DE,2019-03,2019,3,23184.135,50476.809,0.4593027067142853
DE,2019-04,2019,4,17625.571,44398.747,0.3969835229809526
