country,time_period,C0000,CF,CF_NR_OTH,CF_R,FE,G3000,N9000,O4000XBIO,RA000,RA100,RA110,RA120,RA130,RA200,RA300,RA310,RA320,RA400,RA410,RA420,RA500_5160,TOTAL,X9900,year,month,share_ra000,share_ra100,share_ra110,share_ra120,share_ra130,share_ra200,share_ra300,share_ra310,share_ra320,share_ra400,share_ra410,share_ra420,share_ra500_5160,share_cf,share_cf_r,share_cf_nr_oth,share_c0000,share_g3000,share_o4000xbio,share_fe,share_n9000,share_x9900
AL,2022-08,0.0,0.152,0.152,0.0,,0.0,0.0,0.0,514.055,509.525,509.525,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,4.53,0.0,514.207,0.0,2022,8,0.9997043992010999,0.9908947174970391,0.9908947174970391,0.0,0.0,0.0,0.0,0.0,0.0,0.008809681704060816,0.0,0.008809681704060816,0.0,0.0002956007989000539,0.0,0.0002956007989000539,0.0,0.0,0.0,,0.0,0.0
AL,2022-09,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,408.139,404.225,404.225,0.0,0.0,0.0,0.0,0.0,0.0,3.914,0.0,3.914,0.0,408.139,0.0,2022,9,1.0,0.9904101298822215,0.9904101298822215,0.0,0.0,0.0,0.0,0.0,0.0,0.009589870117778503,0.0,0.009589870117778503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2022-10,0.0,0.108,0.108,0.0,,0.0,0.0,0.0,392.896,389.492,389.492,0.0,0.0,0.0,0.0,0.0,0.0,3.404,0.0,3.404,0.0,393.003,0.0,2022,10,0.9997277374472969,0.9910662259575628,0.9910662259575628,0.0,0.0,0.0,0.0,0.0,0.0,0.008661511489734175,0.0,0.008661511489734175,0.0,0.0002748070625415073,0.0,0.0002748070625415073,0.0,0.0,0.0,,0.0,0.0
AL,2022-11,0.0,0.111,0.111,0.0,,0.0,0.0,0.0,550.533,548.642,548.642,0.0,0.0,0.0,0.0,0.0,0.0,1.891,0.0,1.891,0.0,550.644,0.0,2022,11,0.9997984178525509,0.9963642571243854,0.9963642571243854,0.0,0.0,0.0,0.0,0.0,0.0,0.003434160728165566,0.0,0.003434160728165566,0.0,0.0002015821474491686,0.0,0.0002015821474491686,0.0,0.0,0.0,,0.0,0.0
AL,2022-12,0.0,0.137,0.137,0.0,,0.0,0.0,0.0,1034.728,1032.998,1032.998,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,1.73,0.0,1034.864,0.0,2022,12,0.9998685817653334,0.9981968645155306,0.9981968645155306,0.0,0.0,0.0,0.0,0.0,0.0,0.0016717172498028725,0.0,0.0016717172498028725,0.0,0.00013238454521560323,0.0,0.00013238454521560323,0.0,0.0,0.0,,0.0,0.0
AL,2023-01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1164.524,1149.882,1149.882,0.0,0.0,0.0,0.0,0.0,0.0,14.642,0.0,14.642,0.0,1164.524,0.0,2023,1,1.0,0.9874266223796162,0.9874266223796162,0.0,0.0,0.0,0.0,0.0,0.0,0.012573377620383951,0.0,0.012573377620383951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,936.733,920.069,920.069,0.0,0.0,0.0,0.0,0.0,0.0,16.664,0.0,16.664,0.0,936.733,0.0,2023,2,1.0,0.9822105124939551,0.9822105124939551,0.0,0.0,0.0,0.0,0.0,0.0,0.01778948750604495,0.0,0.01778948750604495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-03,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,862.225,840.796,840.796,0.0,0.0,0.0,0.0,0.0,0.0,21.429,0.0,21.429,0.0,862.225,0.0,2023,3,1.0,0.9751468584186263,0.9751468584186263,0.0,0.0,0.0,0.0,0.0,0.0,0.024853141581373767,0.0,0.024853141581373767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-04,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,771.551,747.702,747.702,0.0,0.0,0.0,0.0,0.0,0.0,23.849,0.0,23.849,0.0,771.55,0.0,2023,4,1.000001296092282,0.9690907912643381,0.9690907912643381,0.0,0.0,0.0,0.0,0.0,0.0,0.03091050482794375,0.0,0.03091050482794375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-05,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,868.677,841.386,841.386,0.0,0.0,0.0,0.0,0.0,0.0,27.291,0.0,27.291,0.0,868.677,0.0,2023,5,1.0,0.9685832593702837,0.9685832593702837,0.0,0.0,0.0,0.0,0.0,0.0,0.03141674062971622,0.0,0.03141674062971622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,759.421,731.223,731.223,0.0,0.0,0.0,0.0,0.0,0.0,28.198,0.0,28.198,0.0,759.421,0.0,2023,6,1.0,0.962869080523188,0.962869080523188,0.0,0.0,0.0,0.0,0.0,0.0,0.037130919476811935,0.0,0.037130919476811935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-07,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,600.516,568.969,568.969,0.0,0.0,0.0,0.0,0.0,0.0,31.547,0.0,31.547,0.0,600.516,0.0,2023,7,1.0,0.9474668451798122,0.9474668451798122,0.0,0.0,0.0,0.0,0.0,0.0,0.05253315482018798,0.0,0.05253315482018798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-08,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,563.483,533.444,533.444,0.0,0.0,0.0,0.0,0.0,0.0,30.039,0.0,30.039,0.0,563.483,0.0,2023,8,1.0,0.946690494655562,0.946690494655562,0.0,0.0,0.0,0.0,0.0,0.0,0.05330950534443808,0.0,0.05330950534443808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-09,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,488.306,463.523,463.523,0.0,0.0,0.0,0.0,0.0,0.0,24.783,0.0,24.783,0.0,488.306,0.0,2023,9,1.0,0.9492469885686435,0.9492469885686435,0.0,0.0,0.0,0.0,0.0,0.0,0.05075301143135657,0.0,0.05075301143135657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-10,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,404.39,382.371,382.371,0.0,0.0,0.0,0.0,0.0,0.0,22.019,0.0,22.019,0.0,404.389,0.0,2023,10,1.0000024728664725,0.9455524260056529,0.9455524260056529,0.0,0.0,0.0,0.0,0.0,0.0,0.054450046860819654,0.0,0.054450046860819654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,808.767,793.265,793.265,0.0,0.0,0.0,0.0,0.0,0.0,15.502,0.0,15.502,0.0,808.766,0.0,2023,11,1.000001236451582,0.9808337640306344,0.9808337640306344,0.0,0.0,0.0,0.0,0.0,0.0,0.01916747242094747,0.0,0.01916747242094747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2023-12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1061.547,1046.178,1046.178,0.0,0.0,0.0,0.0,0.0,0.0,15.369,0.0,15.369,0.0,1061.548,0.0,2023,12,0.9999990579794791,0.9855211445926139,0.9855211445926139,0.0,0.0,0.0,0.0,0.0,0.0,0.014477913386865219,0.0,0.014477913386865219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
AL,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.85,1031.539,1031.539,0.0,0.0,0.0,0.0,0.0,0.0,18.311,0.0,18.311,0.0,1049.85,0.0,2024,1,1.0,0.9825584607324857,0.9825584607324857,0.0,0.0,0.0,0.0,0.0,0.0,0.01744153926751441,0.0,0.01744153926751441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.996,748.729,748.729,0.0,0.0,0.0,0.0,0.0,0.0,42.267,0.0,42.267,0.0,790.996,0.0,2024,2,1.0,0.946564837243172,0.946564837243172,0.0,0.0,0.0,0.0,0.0,0.0,0.05343516275682811,0.0,0.05343516275682811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.613,754.447,754.447,0.0,0.0,0.0,0.0,0.0,0.0,29.166,0.0,29.166,0.0,783.613,0.0,2024,3,1.0,0.9627800968079906,0.9627800968079906,0.0,0.0,0.0,0.0,0.0,0.0,0.03721990319200932,0.0,0.03721990319200932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.817,612.698,612.698,0.0,0.0,0.0,0.0,0.0,0.0,53.118,0.0,53.118,0.0,665.817,0.0,2024,4,1.0,0.9202198201607948,0.9202198201607948,0.0,0.0,0.0,0.0,0.0,0.0,0.07977867792501543,0.0,0.07977867792501543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.162,644.499,644.499,0.0,0.0,0.0,0.0,0.0,0.0,66.663,0.0,66.663,0.0,711.162,0.0,2024,5,1.0,0.90626186438533,0.90626186438533,0.0,0.0,0.0,0.0,0.0,0.0,0.09373813561467007,0.0,0.09373813561467007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.722,443.757,443.757,0.0,0.0,0.0,0.0,0.0,0.0,66.965,0.0,66.965,0.0,510.722,0.0,2024,6,1.0,0.868881700807876,0.868881700807876,0.0,0.0,0.0,0.0,0.0,0.0,0.13111829919212412,0.0,0.13111829919212412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.226,495.639,495.639,0.0,0.0,0.0,0.0,0.0,0.0,85.587,0.0,85.587,0.0,581.226,0.0,2024,7,1.0,0.8527474682825613,0.8527474682825613,0.0,0.0,0.0,0.0,0.0,0.0,0.14725253171743866,0.0,0.14725253171743866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2024-08,0.0,7.636,0.0,0.0,7.636,0.0,0.0,7.636,563.12,459.809,459.809,0.0,0.0,0.0,0.0,0.0,0.0,103.311,0.0,103.311,0.0,570.756,0.0,2024,8,0.9866212532150341,0.8056139576281284,0.8056139576281284,0.0,0.0,0.0,0.0,0.0,0.0,0.18100729558690581,0.0,0.18100729558690581,0.0,0.013378746784965905,0.0,0.0,0.0,0.0,0.013378746784965905,0.013378746784965905,0.0,0.0
AL,2024-09,0.0,1.855,0.0,0.0,1.855,0.0,0.0,1.855,488.394,406.9,406.9,0.0,0.0,0.0,0.0,0.0,0.0,81.493,0.0,81.493,0.0,490.249,0.0,2024,9,0.9962162084981305,0.8299863946688315,0.8299863946688315,0.0,0.0,0.0,0.0,0.0,0.0,0.16622777404951358,0.0,0.16622777404951358,0.0,0.0037837915018694578,0.0,0.0,0.0,0.0,0.0037837915018694578,0.0037837915018694578,0.0,0.0
AL,2024-10,0.0,2.732,0.0,0.0,2.732,0.0,0.0,2.732,530.222,454.624,454.624,0.0,0.0,0.0,0.0,0.0,0.0,75.599,0.0,75.599,0.0,532.954,0.0,2024,10,0.994873854028678,0.8530267152512225,0.8530267152512225,0.0,0.0,0.0,0.0,0.0,0.0,0.14184901511199843,0.0,0.14184901511199843,0.0,0.005126145971322104,0.0,0.0,0.0,0.0,0.005126145971322104,0.005126145971322104,0.0,0.0
AL,2024-11,0.0,2.309,0.0,0.0,2.309,0.0,0.0,2.309,598.518,543.723,543.723,0.0,0.0,0.0,0.0,0.0,0.0,54.795,0.0,54.795,0.0,600.827,0.0,2024,11,0.9961569636517666,0.9049576666827556,0.9049576666827556,0.0,0.0,0.0,0.0,0.0,0.0,0.09119929696901105,0.0,0.09119929696901105,0.0,0.003843036348233352,0.0,0.0,0.0,0.0,0.003843036348233352,0.003843036348233352,0.0,0.0
AL,2024-12,0.0,7.382,0.0,0.0,7.382,0.0,0.0,7.382,1001.19,958.82,958.82,0.0,0.0,0.0,0.0,0.0,0.0,42.37,0.0,42.37,0.0,1008.573,0.0,2024,12,0.9926797564479716,0.9506699068882472,0.9506699068882472,0.0,0.0,0.0,0.0,0.0,0.0,0.04200984955972448,0.0,0.04200984955972448,0.0,0.007319252052156859,0.0,0.0,0.0,0.0,0.007319252052156859,0.007319252052156859,0.0,0.0
AT,2015-01,,1700.0,,,,,0.0,,,3036.0,,,,0.0,426.0,,,,,,,5843.0,,2015,1,,0.519596097894917,,,,0.0,0.07290775286667808,,,,,,,0.29094643162758854,,,,,,,0.0,
AT,2015-02,,1720.0,,,,,0.0,,,2199.0,,,,0.0,357.0,,,,,,,4806.0,,2015,2,,0.4575530586766542,,,,0.0,0.07428214731585518,,,,,,,0.35788597586350396,,,,,,,0.0,
AT,2015-03,,1585.0,,,,,0.0,,,2498.0,,,,0.0,419.0,,,,,,,5109.0,,2015,3,,0.4889410843609317,,,,0.0,0.08201213544724995,,,,,,,0.3102368369543942,,,,,,,0.0,
AT,2015-04,,1080.0,,,,,0.0,,,3163.0,,,,0.0,445.0,,,,,,,5437.0,,2015,4,,0.581754644105205,,,,0.0,0.08184660658451352,,,,,,,0.19863895530623504,,,,,,,0.0,
AT,2015-05,,642.0,,,,,0.0,,,4219.0,,,,0.0,339.0,,,,,,,6142.0,,2015,5,,0.6869098013676327,,,,0.0,0.0551937479648323,,,,,,,0.1045262129599479,,,,,,,0.0,
AT,2015-06,,507.0,,,,,0.0,,,4193.0,,,,0.0,217.0,,,,,,,5764.0,,2015,6,,0.7274462179042331,,,,0.0,0.037647467036780013,,,,,,,0.08795975017349063,,,,,,,0.0,
AT,2015-07,,745.0,,,,,0.0,,,3483.0,,,,0.0,202.0,,,,,,,5150.0,,2015,7,,0.6763106796116505,,,,0.0,0.03922330097087379,,,,,,,0.14466019417475728,,,,,,,0.0,
AT,2015-08,,750.0,,,,,0.0,,,3201.0,,,,0.0,218.0,,,,,,,4861.0,,2015,8,,0.6585064801481176,,,,0.0,0.044846739354042375,,,,,,,0.1542892408969348,,,,,,,0.0,
AT,2015-09,,1017.0,,,,,0.0,,,2756.0,,,,0.0,437.0,,,,,,,4902.0,,2015,9,,0.5622195022439821,,,,0.0,0.08914728682170543,,,,,,,0.20746634026927785,,,,,,,0.0,
AT,2015-10,,1385.0,,,,,0.0,,,2948.0,,,,0.0,281.0,,,,,,,5421.0,,2015,10,,0.5438111049621841,,,,0.0,0.051835454713152554,,,,,,,0.25548791735842097,,,,,,,0.0,
AT,2015-11,,1931.0,,,,,0.0,,,2085.0,,,,0.0,415.0,,,,,,,4963.0,,2015,11,,0.42010880515817045,,,,0.0,0.08361877896433609,,,,,,,0.38907918597622404,,,,,,,0.0,
AT,2015-12,,1946.0,,,,,0.0,,,2043.0,,,,0.0,212.0,,,,,,,4708.0,,2015,12,,0.4339422259983008,,,,0.0,0.045029736618521665,,,,,,,0.413338997451147,,,,,,,0.0,
AT,2016-01,,1981.0,,,,,0.0,,,2092.0,,,,0.0,392.0,,,,,,,4840.0,,2016,1,,0.4322314049586777,,,,0.0,0.08099173553719008,,,,,,,0.40929752066115704,,,,,,,0.0,
AT,2016-02,,1585.0,,,,,0.0,,,2747.0,,,,0.0,604.0,,,,,,,5421.0,,2016,2,,0.5067330750783988,,,,0.0,0.11141855746172293,,,,,,,0.2923814794318391,,,,,,,0.0,
AT,2016-03,,1491.0,,,,,0.0,,,2477.0,,,,0.0,504.0,,,,,,,4970.0,,2016,3,,0.49839034205231386,,,,0.0,0.10140845070422536,,,,,,,0.3,,,,,,,0.0,
AT,2016-04,,1048.0,,,,,0.0,,,3040.0,,,,0.0,484.0,,,,,,,5239.0,,2016,4,,0.5802634090475282,,,,0.0,0.09238404275625119,,,,,,,0.20003817522427944,,,,,,,0.0,
AT,2016-05,,672.0,,,,,0.0,,,3754.0,,,,0.0,489.0,,,,,,,5669.0,,2016,5,,0.6621979185041453,,,,0.0,0.08625859940024695,,,,,,,0.11853942494267067,,,,,,,0.0,
AT,2016-06,,624.0,,,,,0.0,,,4517.0,,,,0.0,215.0,,,,,,,6148.0,,2016,6,,0.7347104749512037,,,,0.0,0.034970722186076775,,,,,,,0.1014964216005205,,,,,,,0.0,
AT,2016-07,,629.0,,,,,0.0,,,4481.0,,,,0.0,365.0,,,,,,,6245.0,,2016,7,,0.7175340272217774,,,,0.0,0.05844675740592474,,,,,,,0.10072057646116893,,,,,,,0.0,
AT,2016-08,,572.0,,,,,0.0,,,4093.0,,,,0.0,344.0,,,,,,,5760.0,,2016,8,,0.7105902777777777,,,,0.0,0.059722222222222225,,,,,,,0.09930555555555555,,,,,,,0.0,
AT,2016-09,,949.0,,,,,0.0,,,3124.0,,,,0.0,215.0,,,,,,,4926.0,,2016,9,,0.634185952090946,,,,0.0,0.04364596021112464,,,,,,,0.1926512383272432,,,,,,,0.0,
AT,2016-10,,1513.0,,,,,0.0,,,2743.0,,,,0.0,454.0,,,,,,,5283.0,,2016,10,,0.5192125686163165,,,,0.0,0.08593602120007572,,,,,,,0.2863903085368162,,,,,,,0.0,
AT,2016-11,,1844.0,,,,,0.0,,,2596.0,,,,0.0,571.0,,,,,,,5524.0,,2016,11,,0.4699493120926865,,,,0.0,0.10336712527154236,,,,,,,0.333816075307748,,,,,,,0.0,
AT,2016-12,,2324.0,,,,,0.0,,,2493.0,,,,0.0,508.0,,,,,,,5838.0,,2016,12,,0.42702980472764646,,,,0.0,0.08701610140459061,,,,,,,0.3980815347721823,,,,,,,0.0,
AT,2017-01,508.458,3090.181,75.147,203.386,,2143.494,0.0,159.696,3074.288,2271.744,1130.493,1141.25,0.0,0.0,599.158,599.158,0.0,0.0,0.0,0.0,0.0,6290.276,329.193,2017,1,0.4887365832596217,0.3611517205286382,0.1797207308550531,0.18143083069804886,0.0,0.0,0.09525146432366402,0.09525146432366402,0.0,0.0,0.0,0.0,0.0,0.49126318145658476,0.03233339840731949,0.011946534619466619,0.08083238318954526,0.340763108009887,0.025387757230366362,,0.0,0.052333633691113074
AT,2017-02,397.125,2232.747,61.251,190.172,,1482.854,0.0,101.345,2578.002,1970.036,1356.744,613.293,0.0,0.0,417.794,417.794,0.0,0.0,0.0,0.0,0.0,4953.167,332.589,2017,2,0.5204754856842096,0.39773260219168866,0.2739144470598306,0.1238183570228906,0.0,0.0,0.0843488620512896,0.0843488620512896,0.0,0.0,0.0,0.0,0.0,0.45077159724273375,0.038394021441231434,0.012366027634440752,0.0801759762996079,0.29937492517413605,0.020460646693317628,,0.0,0.06714673662325538
AT,2017-03,340.544,1626.041,55.891,210.805,,973.851,0.0,44.949,3730.42,2922.331,2100.349,821.982,0.0,0.0,597.284,597.284,0.0,0.0,0.0,0.0,0.0,5623.003,477.347,2017,3,0.6634213070844885,0.5197100197172223,0.3735279885143224,0.14618203120289994,0.0,0.0,0.10622153322699633,0.10622153322699633,0.0,0.0,0.0,0.0,0.0,0.2891766196816897,0.03748975414026989,0.009939706594501194,0.06056265664450117,0.17319055316171805,0.00799377129978412,,0.0,0.08489182737409175
AT,2017-04,248.78,1113.839,58.006,189.809,,586.118,0.0,31.127,3695.41,2829.574,1956.245,873.328,0.0,0.0,676.027,676.027,0.0,0.0,0.0,0.0,0.0,5125.689,506.249,2017,4,0.7209586847738908,0.5520377845788147,0.381655032133241,0.17038255734985092,0.0,0.0,0.13188997615735173,0.13188997615735173,0.0,0.0,0.0,0.0,0.0,0.2173052247219837,0.03703092403772449,0.011316722493307728,0.04853591390347717,0.11434911482144157,0.006072744561755502,,0.0,0.09876701454184988
AT,2017-05,200.568,708.651,64.97,196.017,,221.011,0.0,26.084,4465.873,3786.178,2706.533,1079.645,0.0,0.0,483.678,483.678,0.0,0.0,0.0,0.0,0.0,5623.2,644.693,2017,5,0.7941871176554275,0.6733137715179969,0.4813154431640347,0.19199832835396216,0.0,0.0,0.08601472471190781,0.08601472471190781,0.0,0.0,0.0,0.0,0.0,0.12602272727272726,0.03485862142552283,0.011553919476454688,0.03566794707639778,0.03930342153933703,0.004638639920330061,,0.0,0.11464877649736804
AT,2017-06,193.254,957.797,63.822,203.094,,454.228,0.0,43.399,3979.431,3355.36,2233.714,1121.646,0.0,0.0,420.977,420.977,0.0,0.0,0.0,0.0,0.0,5297.569,563.435,2017,6,0.7511805886813366,0.6333773094791214,0.421648873285086,0.2117284361940354,0.0,0.0,0.07946607207947644,0.07946607207947644,0.0,0.0,0.0,0.0,0.0,0.18079934400099365,0.03833720712273875,0.012047412690613374,0.03647975137275229,0.08574272463463901,0.008192248180250224,,0.0,0.1063572744404084
AT,2017-07,201.199,948.355,66.822,217.369,,410.223,0.0,52.742,4230.602,3608.547,2369.953,1238.594,0.0,0.0,404.686,404.686,0.0,0.0,0.0,0.0,0.0,5535.699,574.111,2017,7,0.7642398909333763,0.6518683548364895,0.42812172410385757,0.22374663073263198,0.0,0.0,0.07310476960542833,0.07310476960542833,0.0,0.0,0.0,0.0,0.0,0.17131621498929045,0.039266766491458445,0.012071104299565422,0.03634572616755355,0.07410500462543214,0.009527613405280888,,0.0,0.10371066056879177
AT,2017-08,190.776,915.092,59.367,206.402,,399.677,0.0,58.87,4720.52,4133.683,2606.643,1527.039,0.0,0.0,380.435,380.435,0.0,0.0,0.0,0.0,0.0,6011.563,582.353,2017,8,0.7852400448934829,0.687622004460404,0.43360487114582347,0.2540169669684906,0.0,0.0,0.06328387475935959,0.06328387475935959,0.0,0.0,0.0,0.0,0.0,0.15222197621483796,0.03433416567371913,0.00987546832662321,0.03173484167095978,0.06648470622365597,0.009792794319879871,,0.0,0.09687214456539837
AT,2017-09,183.012,956.173,50.2,224.947,,443.113,0.0,54.901,4822.447,4048.532,2664.752,1383.78,0.0,0.0,548.968,548.968,0.0,0.0,0.0,0.0,0.0,6146.523,592.851,2017,9,0.7845812990531394,0.6586702758616538,0.4335381157770011,0.22513216008465273,0.0,0.0,0.08931358428171504,0.08931358428171504,0.0,0.0,0.0,0.0,0.0,0.15556323469382607,0.036597438909770616,0.008167219092810684,0.029774882482340014,0.07209165246758208,0.008932041741322696,,0.0,0.09645306785641247
AT,2017-10,340.628,1428.173,56.311,195.543,,780.529,0.0,55.163,3944.406,3099.813,2089.264,1010.548,0.0,0.0,649.05,649.05,0.0,0.0,0.0,0.0,0.0,5698.776,521.74,2017,10,0.6921496826686994,0.5439436468462702,0.3666162698797075,0.17732720149028494,0.0,0.0,0.11389287804960223,0.11389287804960223,0.0,0.0,0.0,0.0,0.0,0.25061048197016345,0.03431315777282701,0.009881244674294971,0.059772133524813045,0.13696432356702562,0.009679797907480484,,0.0,0.09155299313396421
AT,2017-11,419.984,1848.399,68.301,183.302,,1132.994,0.0,43.817,3852.622,3128.298,2045.992,1082.306,0.0,0.0,541.022,541.022,0.0,0.0,0.0,0.0,0.0,5988.583,470.863,2017,11,0.6433278122721184,0.5223769963612427,0.3416487673294334,0.18072822903180938,0.0,0.0,0.09034223955817262,0.09034223955817262,0.0,0.0,0.0,0.0,0.0,0.30865381677101245,0.030608576352703136,0.011405202198917507,0.07013078052019986,0.18919233481442937,0.007316755900352388,,0.0,0.07862678032516207
AT,2017-12,406.287,1784.236,64.33,213.074,,1047.676,0.0,52.869,3878.967,2904.83,1927.33,977.5,0.0,0.0,761.063,761.063,0.0,0.0,0.0,0.0,0.0,5881.452,431.324,2017,12,0.6595254029107098,0.4938967452254987,0.3276962899637708,0.1662004552617279,0.0,0.0,0.12940052898501933,0.12940052898501933,0.0,0.0,0.0,0.0,0.0,0.30336658362594815,0.03622812870019172,0.010937775229654173,0.06907937019633927,0.17813220272816982,0.008989106771593137,,0.0,0.07333631218957495
AT,2018-01,391.157,1903.068,59.597,217.193,,1176.722,0.0,58.399,4305.411,3530.954,2378.472,1152.482,0.0,0.0,557.264,557.264,0.0,0.0,0.0,0.0,0.0,6456.739,465.453,2018,1,0.6668088953262631,0.5468633624496825,0.36837047308246473,0.17849288936721774,0.0,0.0,0.0863073449306221,0.0863073449306221,0.0,0.0,0.0,0.0,0.0,0.2947413547303058,0.033638187945958485,0.009230201189795655,0.06058120051004075,0.18224710647278758,0.00904465861172335,,0.0,0.07208793788938968
AT,2018-02,387.824,2008.896,63.391,201.678,,1298.299,0.0,57.705,3524.728,2898.883,1629.087,1269.796,0.0,0.0,424.167,424.167,0.0,0.0,0.0,0.0,0.0,5675.931,343.985,2018,2,0.6209955688326726,0.5107326005196329,0.2870167026343344,0.2237158978852985,0.0,0.0,0.07473082389479364,0.07473082389479364,0.0,0.0,0.0,0.0,0.0,0.3539324209543774,0.0355321444182461,0.011168388058276255,0.06832782146224117,0.228737629121989,0.010166614076175345,,0.0,0.06060415463119619
AT,2018-03,410.01,1745.705,58.37,220.231,,1015.486,0.0,41.608,3441.494,2694.896,1687.609,1007.287,0.0,0.0,526.367,526.367,0.0,0.0,0.0,0.0,0.0,5384.918,417.951,2018,3,0.6390986826540349,0.500452560280398,0.31339548717362087,0.18705707310677713,0.0,0.0,0.09774837796972953,0.09774837796972953,0.0,0.0,0.0,0.0,0.0,0.32418413799430185,0.04089774440390736,0.010839533675350302,0.07614043519325643,0.18857965896602327,0.007726765755764526,,0.0,0.07761510945941982
AT,2018-04,218.977,858.051,62.05,199.743,,327.424,0.0,49.856,4557.838,3733.446,2724.65,1008.797,0.0,0.0,624.649,624.649,0.0,0.0,0.0,0.0,0.0,5851.886,635.74,2018,4,0.7788665056017837,0.6379902137533096,0.46560202984131954,0.17238835479706882,0.0,0.0,0.10674319356187047,0.10674319356187047,0.0,0.0,0.0,0.0,0.0,0.14662811271443085,0.034133098286603665,0.010603419137009846,0.03741990189145858,0.055951876027660136,0.008519646486619868,,0.0,0.10863847997038903
AT,2018-05,187.384,714.156,65.727,192.838,,213.2,0.0,55.006,4939.223,4446.346,2932.534,1513.811,0.0,0.0,300.039,300.039,0.0,0.0,0.0,0.0,0.0,6166.201,705.661,2018,5,0.8010155685810436,0.7210835326321668,0.4755819669193398,0.24550140353841854,0.0,0.0,0.04865864735839782,0.04865864735839782,0.0,0.0,0.0,0.0,0.0,0.1158178268921172,0.031273388590478964,0.010659237348896023,0.03038888936640242,0.0345755838967948,0.008920565515136467,,0.0,0.11444015529172662
AT,2018-06,161.986,740.678,60.851,201.477,,270.996,0.0,45.368,4546.079,3889.653,2578.146,1311.507,0.0,0.0,454.949,454.949,0.0,0.0,0.0,0.0,0.0,5710.64,625.361,2018,6,0.7960717187565666,0.681123832004819,0.451463583766443,0.22966024823837608,0.0,0.0,0.07966690248378465,0.07966690248378465,0.0,0.0,0.0,0.0,0.0,0.12970139949287646,0.03528098426796296,0.010655723351498255,0.02836564728296653,0.047454576019500434,0.007944468570948266,,0.0,0.10950804113024108
