category,country,year,capacity_mw,group,is_renewable
Fossil Gas,BG,2020,1232.0,fossil,False
Fossil Hard coal,BG,2020,356.0,fossil,False
Nuclear,BG,2020,2000.0,nuclear,False
Waste,BG,2020,6.0,other,False
Biomass,BG,2020,74.0,renewable,True
Hydro Pumped Storage,BG,2020,864.0,renewable,True
Hydro Run-of-river and poundage,BG,2020,537.0,renewable,True
Hydro Water Reservoir,BG,2020,1810.0,renewable,True
Solar,BG,2020,1084.0,renewable,True
Wind Onshore,BG,2020,700.0,renewable,True
Fossil Brown coal/Lignite,BG,2021,4119.0,fossil,False
Fossil Gas,BG,2021,1266.0,fossil,False
Fossil Hard coal,BG,2021,356.0,fossil,False
Nuclear,BG,2021,2000.0,nuclear,False
Waste,BG,2021,6.0,other,False
Biomass,BG,2021,75.0,renewable,True
Hydro Pumped Storage,BG,2021,864.0,renewable,True
Hydro Run-of-river and poundage,BG,2021,539.0,renewable,True
Hydro Water Reservoir,BG,2021,1810.0,renewable,True
Solar,BG,2021,1246.0,renewable,True
Wind Onshore,BG,2021,705.0,renewable,True
Fossil Brown coal/Lignite,BG,2022,4119.0,fossil,False
Fossil Coal-derived gas,BG,2022,0.0,fossil,False
Fossil Gas,BG,2022,1305.0,fossil,False
Fossil Hard coal,BG,2022,356.0,fossil,False
Fossil Oil,BG,2022,0.0,fossil,False
Fossil Oil shale,BG,2022,0.0,fossil,False
Fossil Peat,BG,2022,0.0,fossil,False
Nuclear,BG,2022,2080.0,nuclear,False
Other,BG,2022,0.0,other,False
Waste,BG,2022,6.0,other,False
Biomass,BG,2022,74.0,renewable,True
Geothermal,BG,2022,0.0,renewable,True
Hydro Pumped Storage,BG,2022,864.0,renewable,True
Hydro Run-of-river and poundage,BG,2022,540.0,renewable,True
Hydro Water Reservoir,BG,2022,1810.0,renewable,True
Marine,BG,2022,0.0,renewable,True
Other renewable,BG,2022,0.0,renewable,True
Solar,BG,2022,1726.0,renewable,True
Wind Offshore,BG,2022,0.0,renewable,True
Wind Onshore,BG,2022,705.0,renewable,True
Fossil Brown coal/Lignite,BG,2023,4119.0,fossil,False
Fossil Coal-derived gas,BG,2023,0.0,fossil,False
Fossil Gas,BG,2023,1322.0,fossil,False
Fossil Hard coal,BG,2023,350.0,fossil,False
Fossil Oil,BG,2023,0.0,fossil,False
Fossil Oil shale,BG,2023,0.0,fossil,False
Fossil Peat,BG,2023,0.0,fossil,False
Nuclear,BG,2023,2080.0,nuclear,False
Other,BG,2023,0.0,other,False
Waste,BG,2023,6.0,other,False
Biomass,BG,2023,74.0,renewable,True
Geothermal,BG,2023,0.0,renewable,True
Hydro Pumped Storage,BG,2023,864.0,renewable,True
Hydro Run-of-river and poundage,BG,2023,540.0,renewable,True
Hydro Water Reservoir,BG,2023,1810.0,renewable,True
Marine,BG,2023,0.0,renewable,True
Other renewable,BG,2023,0.0,renewable,True
Solar,BG,2023,2879.0,renewable,True
Wind Offshore,BG,2023,0.0,renewable,True
Wind Onshore,BG,2023,705.0,renewable,True
Fossil Brown coal/Lignite,BG,2024,4119.0,fossil,False
Fossil Coal-derived gas,BG,2024,0.0,fossil,False
Fossil Gas,BG,2024,699.0,fossil,False
Fossil Hard coal,BG,2024,356.0,fossil,False
Fossil Oil,BG,2024,0.0,fossil,False
Fossil Oil shale,BG,2024,0.0,fossil,False
Fossil Peat,BG,2024,0.0,fossil,False
Nuclear,BG,2024,2080.0,nuclear,False
Other,BG,2024,0.0,other,False
Waste,BG,2024,6.0,other,False
Biomass,BG,2024,74.0,renewable,True
Geothermal,BG,2024,0.0,renewable,True
Hydro Pumped Storage,BG,2024,864.0,renewable,True
Hydro Run-of-river and poundage,BG,2024,542.0,renewable,True
Hydro Water Reservoir,BG,2024,1807.0,renewable,True
Marine,BG,2024,0.0,renewable,True
Other renewable,BG,2024,0.0,renewable,True
Solar,BG,2024,4055.0,renewable,True
Wind Offshore,BG,2024,0.0,renewable,True
Wind Onshore,BG,2024,705.0,renewable,True
Nuclear,CH,2014,3333.0,nuclear,False
Fossil_Other,CH,2014,502.0,other,False
Hydro_Mixed_pumped_storage_renewable,CH,2014,595.0,other,False
Hydro_Pure_pumped_Storage,CH,2014,1383.0,other,False
Hydro_Pure_storage,CH,2014,7956.0,other,False
Hydro_RunOfRiver_and_poundage,CH,2014,3894.0,other,False
Non_identified_net_gen,CH,2014,244.5,other,False
Solar_PV,CH,2014,756.0,other,False
Wind_onshore,CH,2014,60.0,other,False
Biomass,CH,2014,275.0,renewable,True
Nuclear,CH,2015,3333.0,nuclear,False
Biogas,CH,2015,1.0,other,False
Hydro_Pure_storage,CH,2015,7966.0,other,False
Hydro_RunOfRiver_and_poundage,CH,2015,3941.0,other,False
Solar_PV,CH,2015,1061.0,other,False
Waste_non_renewable,CH,2015,199.0,other,False
Waste_renewable,CH,2015,199.0,other,False
Wind_onshore,CH,2015,60.0,other,False
Biomass,CH,2015,247.0,renewable,True
Nuclear,CH,2016,3333.0,nuclear,False
Biogas,CH,2016,1.0,other,False
Hydro_Pure_storage,CH,2016,8156.15,other,False
Hydro_RunOfRiver_and_poundage,CH,2016,4004.07,other,False
Solar_PV,CH,2016,1394.0,other,False
Waste_non_renewable,CH,2016,211.0,other,False
Waste_renewable,CH,2016,211.0,other,False
Wind_onshore,CH,2016,60.0,other,False
Biomass,CH,2016,246.0,renewable,True
Fossil Gas,CH,2017,0.0,fossil,False
Fossil Oil,CH,2017,0.0,fossil,False
Nuclear,CH,2017,3333.0,nuclear,False
Biogas,CH,2017,0.0,other,False
Hydro_Pure_storage,CH,2017,8151.75,other,False
Hydro_RunOfRiver_and_poundage,CH,2017,4053.2,other,False
Solar_PV,CH,2017,1664.0,other,False
Waste_non_renewable,CH,2017,211.0,other,False
Waste_renewable,CH,2017,211.0,other,False
Wind_onshore,CH,2017,75.0,other,False
Biomass,CH,2017,196.0,renewable,True
Nuclear,CH,2019,3373.0,nuclear,False
Hydro Pumped Storage,CH,2019,6640.7,renewable,True
Hydro Run-of-river and poundage,CH,2019,634.5,renewable,True
Hydro Water Reservoir,CH,2019,5418.8,renewable,True
Nuclear,CH,2020,2970.0,nuclear,False
Hydro Pumped Storage,CH,2020,6671.7,renewable,True
Hydro Run-of-river and poundage,CH,2020,634.5,renewable,True
Hydro Water Reservoir,CH,2020,5415.0,renewable,True
Nuclear,CH,2021,2970.0,nuclear,False
Hydro Pumped Storage,CH,2021,6680.7,renewable,True
Hydro Run-of-river and poundage,CH,2021,604.5,renewable,True
Hydro Water Reservoir,CH,2021,5588.0,renewable,True
Nuclear,CH,2022,2970.0,nuclear,False
Hydro Pumped Storage,CH,2022,6680.7,renewable,True
Hydro Run-of-river and poundage,CH,2022,604.5,renewable,True
Hydro Water Reservoir,CH,2022,5588.0,renewable,True
Nuclear,CH,2023,2970.0,nuclear,False
Hydro Pumped Storage,CH,2023,6696.7,renewable,True
Hydro Run-of-river and poundage,CH,2023,604.5,renewable,True
Hydro Water Reservoir,CH,2023,5588.0,renewable,True
Nuclear,CH,2024,2970.0,nuclear,False
Hydro Pumped Storage,CH,2024,6696.7,renewable,True
Hydro Run-of-river and poundage,CH,2024,634.5,renewable,True
Hydro Water Reservoir,CH,2024,5772.0,renewable,True
Fossil Oil,CY,2014,1478.0,fossil,False
Other_renewable,CY,2014,73.3,other,False
Wind_onshore,CY,2014,144.3,other,False
Fossil Oil,CY,2015,1478.0,fossil,False
Non_identified_net_gen,CY,2015,0.0,other,False
Other_renewable,CY,2015,88.6,other,False
Wind_onshore,CY,2015,155.0,other,False
Fossil Oil,CY,2016,1478.0,fossil,False
Other_renewable,CY,2016,97.8,other,False
Wind_onshore,CY,2016,155.0,other,False
Fossil Oil,CY,2017,1478.0,fossil,False
Other_renewable,CY,2017,124.2,other,False
Wind_onshore,CY,2017,155.0,other,False
Fossil Oil,CY,2018,1478.0,fossil,False
Other_renewable,CY,2018,134.8,other,False
Wind_onshore,CY,2018,155.0,other,False
Fossil Oil,CY,2019,1478.0,fossil,False
Biomass,CY,2019,12.0,renewable,True
Solar,CY,2019,150.0,renewable,True
Wind Onshore,CY,2019,158.0,renewable,True
Fossil Oil,CY,2020,1478.0,fossil,False
Biomass,CY,2020,12.0,renewable,True
Solar,CY,2020,205.0,renewable,True
Wind Onshore,CY,2020,158.0,renewable,True
Fossil Oil,CY,2021,1478.0,fossil,False
Biomass,CY,2021,12.0,renewable,True
Solar,CY,2021,252.0,renewable,True
Wind Onshore,CY,2021,158.0,renewable,True
Fossil Gas,CZ,2014,1570.0,fossil,False
Nuclear,CZ,2014,4040.0,nuclear,False
Biogas,CZ,2014,450.0,other,False
Fossil_Brown_coal_Lignite,CZ,2014,8480.0,other,False
Fossil_Coal_derived_gas,CZ,2014,380.0,other,False
Fossil_Hard_coal,CZ,2014,1200.0,other,False
Hydro_Pure_pumped_Storage,CZ,2014,1171.0,other,False
Hydro_Pure_storage,CZ,2014,650.0,other,False
Hydro_RunOfRiver_and_poundage,CZ,2014,440.0,other,False
Solar_PV,CZ,2014,2061.0,other,False
Wind_onshore,CZ,2014,278.0,other,False
Biomass,CZ,2014,350.0,renewable,True
Fossil Gas,CZ,2015,1986.0,fossil,False
Fossil Oil,CZ,2015,0.0,fossil,False
Nuclear,CZ,2015,4040.0,nuclear,False
Biogas,CZ,2015,500.0,other,False
Fossil_Brown_coal_Lignite,CZ,2015,8334.0,other,False
Fossil_Hard_coal,CZ,2015,1200.0,other,False
Fossil_Other,CZ,2015,0.0,other,False
Hydro_Pure_pumped_Storage,CZ,2015,1172.0,other,False
Hydro_RunOfRiver_and_poundage,CZ,2015,1081.0,other,False
Solar_PV,CZ,2015,2070.0,other,False
Wind_onshore,CZ,2015,280.0,other,False
Biomass,CZ,2015,350.0,renewable,True
Fossil Gas,CZ,2016,1226.0,fossil,False
Fossil Oil,CZ,2016,0.0,fossil,False
Nuclear,CZ,2016,4040.0,nuclear,False
Biogas,CZ,2016,500.0,other,False
Fossil_Brown_coal_Lignite,CZ,2016,7929.0,other,False
Fossil_Coal_derived_gas,CZ,2016,380.0,other,False
Fossil_Hard_coal,CZ,2016,1200.0,other,False
Hydro_Pure_pumped_Storage,CZ,2016,1172.0,other,False
Hydro_Pure_storage,CZ,2016,753.0,other,False
Hydro_RunOfRiver_and_poundage,CZ,2016,334.0,other,False
Solar_PV,CZ,2016,2027.0,other,False
Wind_onshore,CZ,2016,277.0,other,False
Biomass,CZ,2016,350.0,renewable,True
Fossil Gas,CZ,2017,1226.0,fossil,False
Fossil Oil,CZ,2017,0.0,fossil,False
Nuclear,CZ,2017,4040.0,nuclear,False
Biogas,CZ,2017,450.0,other,False
Fossil_Brown_coal_Lignite,CZ,2017,8492.0,other,False
Fossil_Coal_derived_gas,CZ,2017,380.0,other,False
Fossil_Hard_coal,CZ,2017,1200.0,other,False
Fossil_Other,CZ,2017,0.0,other,False
Hydro_Pure_pumped_Storage,CZ,2017,1172.0,other,False
Hydro_Pure_storage,CZ,2017,753.0,other,False
Hydro_RunOfRiver_and_poundage,CZ,2017,334.0,other,False
Solar_PV,CZ,2017,2040.0,other,False
Waste_non_renewable,CZ,2017,100.0,other,False
Wind_onshore,CZ,2017,308.0,other,False
Biomass,CZ,2017,350.0,renewable,True
Fossil Gas,CZ,2018,1226.0,fossil,False
Fossil Oil,CZ,2018,0.0,fossil,False
Nuclear,CZ,2018,4040.0,nuclear,False
Biogas,CZ,2018,400.0,other,False
Fossil_Brown_coal_Lignite,CZ,2018,8450.0,other,False
Fossil_Coal_derived_gas,CZ,2018,380.0,other,False
Fossil_Hard_coal,CZ,2018,1200.0,other,False
Fossil_Other,CZ,2018,0.0,other,False
Hydro_Pure_pumped_Storage,CZ,2018,1172.0,other,False
Hydro_Pure_storage,CZ,2018,753.0,other,False
Hydro_RunOfRiver_and_poundage,CZ,2018,334.0,other,False
Solar_PV,CZ,2018,2049.0,other,False
Waste_non_renewable,CZ,2018,100.0,other,False
Wind_onshore,CZ,2018,316.0,other,False
Biomass,CZ,2018,400.0,renewable,True
Fossil Brown coal/Lignite,CZ,2019,8450.0,fossil,False
Fossil Coal-derived gas,CZ,2019,380.0,fossil,False
Fossil Gas,CZ,2019,1226.0,fossil,False
Fossil Hard coal,CZ,2019,1200.0,fossil,False
Fossil Oil,CZ,2019,0.0,fossil,False
Nuclear,CZ,2019,4040.0,nuclear,False
Other,CZ,2019,0.0,other,False
Waste,CZ,2019,100.0,other,False
Biomass,CZ,2019,400.0,renewable,True
Hydro Pumped Storage,CZ,2019,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2019,334.0,renewable,True
Hydro Water Reservoir,CZ,2019,753.0,renewable,True
Other renewable,CZ,2019,400.0,renewable,True
Solar,CZ,2019,2049.0,renewable,True
Wind Onshore,CZ,2019,316.0,renewable,True
Fossil Brown coal/Lignite,CZ,2020,8150.0,fossil,False
Fossil Coal-derived gas,CZ,2020,380.0,fossil,False
Fossil Gas,CZ,2020,1226.0,fossil,False
Fossil Hard coal,CZ,2020,1200.0,fossil,False
Fossil Oil,CZ,2020,0.0,fossil,False
Nuclear,CZ,2020,4040.0,nuclear,False
Other,CZ,2020,0.0,other,False
Waste,CZ,2020,100.0,other,False
Biomass,CZ,2020,410.0,renewable,True
Hydro Pumped Storage,CZ,2020,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2020,334.0,renewable,True
Hydro Water Reservoir,CZ,2020,754.0,renewable,True
Other renewable,CZ,2020,410.0,renewable,True
Solar,CZ,2020,2061.0,renewable,True
Wind Onshore,CZ,2020,339.0,renewable,True
Fossil Brown coal/Lignite,CZ,2021,7700.0,fossil,False
Fossil Coal-derived gas,CZ,2021,380.0,fossil,False
Fossil Gas,CZ,2021,1226.0,fossil,False
Fossil Hard coal,CZ,2021,1200.0,fossil,False
Fossil Oil,CZ,2021,0.0,fossil,False
Nuclear,CZ,2021,4040.0,nuclear,False
Other,CZ,2021,0.0,other,False
Waste,CZ,2021,100.0,other,False
Biomass,CZ,2021,410.0,renewable,True
Hydro Pumped Storage,CZ,2021,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2021,338.0,renewable,True
Hydro Water Reservoir,CZ,2021,753.0,renewable,True
Other renewable,CZ,2021,410.0,renewable,True
Solar,CZ,2021,2054.0,renewable,True
Wind Onshore,CZ,2021,339.0,renewable,True
Fossil Brown coal/Lignite,CZ,2022,7250.0,fossil,False
Fossil Coal-derived gas,CZ,2022,380.0,fossil,False
Fossil Gas,CZ,2022,1240.0,fossil,False
Fossil Hard coal,CZ,2022,1200.0,fossil,False
Fossil Oil,CZ,2022,0.0,fossil,False
Nuclear,CZ,2022,4040.0,nuclear,False
Other,CZ,2022,0.0,other,False
Waste,CZ,2022,100.0,other,False
Biomass,CZ,2022,410.0,renewable,True
Hydro Pumped Storage,CZ,2022,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2022,356.0,renewable,True
Hydro Water Reservoir,CZ,2022,753.0,renewable,True
Other renewable,CZ,2022,410.0,renewable,True
Solar,CZ,2022,2053.0,renewable,True
Wind Onshore,CZ,2022,339.0,renewable,True
Fossil Brown coal/Lignite,CZ,2023,7160.0,fossil,False
Fossil Coal-derived gas,CZ,2023,380.0,fossil,False
Fossil Gas,CZ,2023,1240.0,fossil,False
Fossil Hard coal,CZ,2023,1200.0,fossil,False
Fossil Oil,CZ,2023,0.0,fossil,False
Nuclear,CZ,2023,4040.0,nuclear,False
Other,CZ,2023,0.0,other,False
Waste,CZ,2023,100.0,other,False
Biomass,CZ,2023,410.0,renewable,True
Hydro Pumped Storage,CZ,2023,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2023,340.0,renewable,True
Hydro Water Reservoir,CZ,2023,772.0,renewable,True
Other renewable,CZ,2023,410.0,renewable,True
Solar,CZ,2023,2083.0,renewable,True
Wind Onshore,CZ,2023,339.0,renewable,True
Fossil Brown coal/Lignite,CZ,2024,7200.0,fossil,False
Fossil Coal-derived gas,CZ,2024,380.0,fossil,False
Fossil Gas,CZ,2024,1240.0,fossil,False
Fossil Hard coal,CZ,2024,1200.0,fossil,False
Fossil Oil,CZ,2024,0.0,fossil,False
Nuclear,CZ,2024,4040.0,nuclear,False
Other,CZ,2024,0.0,other,False
Waste,CZ,2024,100.0,other,False
Biomass,CZ,2024,410.0,renewable,True
Hydro Pumped Storage,CZ,2024,1172.0,renewable,True
Hydro Run-of-river and poundage,CZ,2024,340.0,renewable,True
Hydro Water Reservoir,CZ,2024,766.0,renewable,True
Other renewable,CZ,2024,460.0,renewable,True
Solar,CZ,2024,3548.0,renewable,True
Wind Onshore,CZ,2024,342.0,renewable,True
Fossil Gas,DE,2014,27712.0,fossil,False
Fossil Oil,DE,2014,4143.0,fossil,False
Nuclear,DE,2014,12068.0,nuclear,False
Fossil_Brown_coal_Lignite,DE,2014,21245.0,other,False
Fossil_Hard_coal,DE,2014,28005.0,other,False
Fossil_Mixed_fuels,DE,2014,3100.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,DE,2014,1069.0,other,False
Hydro_Pure_pumped_Storage,DE,2014,5282.0,other,False
Hydro_Pure_storage,DE,2014,287.3,other,False
Hydro_RunOfRiver_and_poundage,DE,2014,4071.0,other,False
Other_renewable,DE,2014,556.16,other,False
Solar_PV,DE,2014,37981.0,other,False
Waste_non_renewable,DE,2014,798.0,other,False
Waste_renewable,DE,2014,798.0,other,False
Wind_offshore,DE,2014,747.7,other,False
Wind_onshore,DE,2014,35813.0,other,False
Biomass,DE,2014,6359.0,renewable,True
Geothermal,DE,2014,30.27,renewable,True
Fossil Gas,DE,2015,28325.8,fossil,False
Fossil Oil,DE,2015,4280.6,fossil,False
Nuclear,DE,2015,10793.0,nuclear,False
Fossil_Brown_coal_Lignite,DE,2015,20929.0,other,False
Fossil_Hard_coal,DE,2015,26479.6,other,False
Fossil_Mixed_fuels,DE,2015,3149.5,other,False
Hydro_Mixed_pumped_storage_non_renewable,DE,2015,1068.5,other,False
Hydro_Pure_pumped_Storage,DE,2015,5281.5,other,False
Hydro_Pure_storage,DE,2015,204.5,other,False
Hydro_RunOfRiver_and_poundage,DE,2015,3811.25,other,False
Other_renewable,DE,2015,511.69,other,False
Solar_PV,DE,2015,38523.46,other,False
Waste_non_renewable,DE,2015,810.75,other,False
Waste_renewable,DE,2015,810.75,other,False
Wind_offshore,DE,2015,3283.35,other,False
Wind_onshore,DE,2015,41032.58,other,False
Biomass,DE,2015,6804.36,renewable,True
Geothermal,DE,2015,33.44,renewable,True
Fossil Gas,DE,2016,28540.75,fossil,False
Fossil Oil,DE,2016,4888.89,fossil,False
Nuclear,DE,2016,10793.0,nuclear,False
Fossil_Brown_coal_Lignite,DE,2016,20862.7,other,False
Fossil_Hard_coal,DE,2016,26818.04,other,False
Fossil_Mixed_fuels,DE,2016,3008.3,other,False
Hydro_Mixed_pumped_storage_non_renewable,DE,2016,1061.6,other,False
Hydro_Pure_pumped_Storage,DE,2016,5271.64,other,False
Hydro_Pure_storage,DE,2016,247.5,other,False
Hydro_RunOfRiver_and_poundage,DE,2016,3591.32,other,False
Other_renewable,DE,2016,454.73,other,False
Solar_PV,DE,2016,40020.68,other,False
Waste_non_renewable,DE,2016,648.74,other,False
Waste_renewable,DE,2016,648.74,other,False
Wind_offshore,DE,2016,4125.82,other,False
Wind_onshore,DE,2016,45403.72,other,False
Biomass,DE,2016,7244.97,renewable,True
Geothermal,DE,2016,37.53,renewable,True
Fossil Gas,DE,2017,31614.29,fossil,False
Fossil Oil,DE,2017,4440.16,fossil,False
Nuclear,DE,2017,9516.0,nuclear,False
Fossil_Brown_coal_Lignite,DE,2017,21109.56,other,False
Fossil_Hard_coal,DE,2017,24645.11,other,False
Fossil_Mixed_fuels,DE,2017,1360.71,other,False
Hydro_Mixed_pumped_storage_non_renewable,DE,2017,1061.6,other,False
Hydro_Pure_pumped_Storage,DE,2017,5293.64,other,False
Hydro_Pure_storage,DE,2017,204.5,other,False
Hydro_RunOfRiver_and_poundage,DE,2017,3652.75,other,False
Other_renewable,DE,2017,497.63,other,False
Solar_PV,DE,2017,42090.79,other,False
Waste_non_renewable,DE,2017,892.3,other,False
Waste_renewable,DE,2017,892.3,other,False
Wind_offshore,DE,2017,5404.92,other,False
Wind_onshore,DE,2017,50255.61,other,False
Biomass,DE,2017,7246.39,renewable,True
Geothermal,DE,2017,37.75,renewable,True
Fossil Gas,DE,2018,28300.46,fossil,False
Fossil Oil,DE,2018,3762.64,fossil,False
Nuclear,DE,2018,9509.0,nuclear,False
Fossil_Brown_coal_Lignite,DE,2018,20344.56,other,False
Fossil_Hard_coal,DE,2018,21987.71,other,False
Fossil_Mixed_fuels,DE,2018,1200.11,other,False
Hydro_Mixed_pumped_storage_non_renewable,DE,2018,1061.6,other,False
Hydro_Pure_pumped_Storage,DE,2018,5116.64,other,False
Hydro_Pure_storage,DE,2018,204.5,other,False
Hydro_RunOfRiver_and_poundage,DE,2018,3864.33,other,False
Other_renewable,DE,2018,457.6,other,False
Solar_PV,DE,2018,44360.83,other,False
Waste_non_renewable,DE,2018,552.25,other,False
Waste_renewable,DE,2018,552.25,other,False
Wind_offshore,DE,2018,6392.81,other,False
Wind_onshore,DE,2018,52321.17,other,False
Biomass,DE,2018,7560.55,renewable,True
Geothermal,DE,2018,41.56,renewable,True
Fossil Brown coal/Lignite,DE,2019,21205.0,fossil,False
Fossil Coal-derived gas,DE,2019,0.0,fossil,False
Fossil Gas,DE,2019,31664.0,fossil,False
Fossil Hard coal,DE,2019,25293.0,fossil,False
Fossil Oil,DE,2019,4356.0,fossil,False
Nuclear,DE,2019,9516.0,nuclear,False
Other,DE,2019,1235.0,other,False
Waste,DE,2019,1686.0,other,False
Biomass,DE,2019,7752.13,renewable,True
Geothermal,DE,2019,41.75,renewable,True
Hydro Pumped Storage,DE,2019,9422.0,renewable,True
Hydro Run-of-river and poundage,DE,2019,3982.92,renewable,True
Hydro Water Reservoir,DE,2019,1298.0,renewable,True
Other renewable,DE,2019,444.59,renewable,True
Solar,DE,2019,45298.98,renewable,True
Wind Offshore,DE,2019,6393.0,renewable,True
Wind Onshore,DE,2019,52791.63,renewable,True
Fossil Brown coal/Lignite,DE,2020,21067.0,fossil,False
Fossil Coal-derived gas,DE,2020,0.0,fossil,False
Fossil Gas,DE,2020,31712.06,fossil,False
Fossil Hard coal,DE,2020,22458.4,fossil,False
Fossil Oil,DE,2020,4372.53,fossil,False
Nuclear,DE,2020,8114.0,nuclear,False
Other,DE,2020,1557.77,other,False
Waste,DE,2020,1660.6,other,False
Biomass,DE,2020,7986.63,renewable,True
Geothermal,DE,2020,47.46,renewable,True
Hydro Pumped Storage,DE,2020,9421.5,renewable,True
Hydro Run-of-river and poundage,DE,2020,3969.71,renewable,True
Hydro Water Reservoir,DE,2020,1297.5,renewable,True
Other renewable,DE,2020,407.46,renewable,True
Solar,DE,2020,48206.4,renewable,True
Wind Offshore,DE,2020,7503.69,renewable,True
Wind Onshore,DE,2020,53184.15,renewable,True
Fossil Brown coal/Lignite,DE,2021,20487.0,fossil,False
Fossil Coal-derived gas,DE,2021,0.0,fossil,False
Fossil Gas,DE,2021,31942.23,fossil,False
Fossil Hard coal,DE,2021,23499.4,fossil,False
Fossil Oil,DE,2021,4184.36,fossil,False
